Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp,
0.022,0.000,0.000,0.022,0.000,0.000, ,140.67,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.71,42.00,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.015,0.037,0.000,0.029, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.74,43.96,111.21,108.42,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.022,0.029,0.029,0.007,0.000, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,41.03,111.17,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.029,0.000,0.015, ,140.51,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,42.00,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.022,0.037,0.044,0.007,0.029, ,141.31,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.67,43.96,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.037,0.000,0.000, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,42.00,111.17,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.007,0.029,0.044,0.007,0.029, ,141.57,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,43.96,111.17,111.36,0.00,82.05,0.00,4000.00,0.00,0.00,0.00,
0.029,0.029,0.000,0.037,0.000,0.015, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.71,42.00,111.21,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.007,0.037,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,44.93,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.007,0.000,0.044,0.000,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.71,44.93,111.17,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.029,0.000,0.000, ,140.56,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.67,43.96,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.051,0.007,0.022,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,45.91,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.037,0.000,0.000, ,140.25,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.71,44.93,111.17,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.000,0.000,0.037,0.000,0.007, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.67,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.71,45.91,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.029,0.000,0.044,0.000,0.029, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.67,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.022,0.029,0.000,0.000, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.71,45.91,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.029,0.000,0.037,0.000,0.000, ,140.67,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.63,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,53.72,0.00,
0.037,0.022,0.022,0.022,0.000,0.000, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.67,45.91,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.029,0.000,0.000, ,140.56,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.63,44.93,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.015,0.000,0.000, ,140.67,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.63,44.93,111.17,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.022,0.029,0.029,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.67,45.91,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.037,0.000,0.029, ,140.46,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.67,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.000,0.000,0.051,0.000,0.000, ,141.04,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.71,44.93,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.007,0.029,0.000,0.000, ,140.67,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.63,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,53.72,0.00,
0.029,0.000,0.000,0.044,0.000,0.015, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,44.93,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.63,44.93,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.022,0.022,0.029,0.000,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,45.91,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,53.72,0.00,
0.037,0.044,0.007,0.029,0.000,0.029, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.022,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,47.86,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.022,0.037,0.037,0.000,0.000, ,141.20,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.63,44.93,111.14,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.015,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.67,44.93,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.037,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,45.91,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.000,0.022,0.044,0.000,0.015, ,141.31,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.67,44.93,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.037,0.000,0.007, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.56,45.91,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.000,0.000,0.029,0.000,0.000, ,141.47,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,44.93,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.029,0.029,0.000,0.000, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.56,44.93,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.044,0.000,0.015, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.52,43.96,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.52,44.93,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.044,0.000,0.044,0.000,0.029, ,141.20,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.49,43.96,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.000,0.015,0.029,0.000,0.015, ,141.04,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.45,43.96,110.84,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.059,0.051,0.037,0.037,0.007,0.015, ,141.20,0.00,0.00,0.00,0.00,0.00 ,,45.91,99.41,43.96,110.77,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.029,0.000,0.007, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,45.91,99.45,43.96,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.029,0.000,0.015, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,74.24,99.12,65.45,110.29,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.000,0.000,0.029,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,84.00,99.27,73.26,110.48,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.073,0.022,0.037,0.037,0.015,0.029, ,141.04,0.00,0.00,0.00,0.00,0.00 ,,66.42,99.34,56.65,110.66,102.56,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.037,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.45,49.82,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.059,0.007,0.037,0.037,0.000,0.000, ,141.04,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.45,45.91,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.029,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.41,43.96,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.007,0.029,0.051,0.007,0.029, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.41,44.93,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.029,0.051,0.037,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.45,42.00,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.066,0.000,0.000,0.037,0.000,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.41,43.96,110.77,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.103,0.022,0.029,0.000,0.029, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.38,42.00,110.70,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.000,0.000,0.029,0.000,0.000, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.34,42.00,110.70,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.029,0.044,0.000,0.000, ,140.46,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.30,43.96,110.77,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.029,0.007,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.41,44.93,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.044,0.000,0.000, ,140.30,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.45,43.96,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.029,0.029,0.000,0.000, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.56,44.93,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.051,0.000,0.007, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.022,0.022,0.000,0.000, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,44.93,111.06,99.63,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.007,0.037,0.000,0.007, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,45.91,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.015,0.037,0.000,0.015, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.56,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.037,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,47.86,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.029,0.000,0.007, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.56,47.86,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.000,0.044,0.000,0.000, ,140.56,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.63,48.84,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.000,0.015,0.051,0.000,0.015, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.56,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.044,0.007,0.015,0.000,0.000, ,140.51,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,48.84,111.06,99.63,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.000,0.000,0.051,0.000,0.022, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.56,47.86,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.007,0.022,0.037,0.000,0.000, ,141.25,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.56,47.86,111.10,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.051,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.051,0.015,0.037,0.000,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.60,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.051,0.000,0.015, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.60,48.84,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.029,0.044,0.000,0.000, ,141.47,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,48.84,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.022, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.63,48.84,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.000,0.000,0.037,0.000,0.000, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.56,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.022,0.044,0.000,0.000, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.52,47.86,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.037,0.044,0.007,0.029, ,141.25,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.52,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.029,0.000,0.000, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,47.86,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.007,0.029,0.029,0.000,0.000, ,141.31,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.52,45.91,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.015,0.037,0.000,0.007, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.52,47.86,111.06,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.029,0.000,0.037,0.000,0.000, ,141.31,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,44.93,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.007,0.037,0.000,0.000, ,141.47,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.52,45.91,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.044,0.000,0.037,0.000,0.015, ,141.31,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,53.72,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.044,0.000,0.037,0.000,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.56,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.007,0.044,0.000,0.007, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,45.91,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.022,0.000,0.000, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.56,45.91,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.037,0.022,0.000,0.000, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,45.91,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.044,0.000,0.000, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.56,45.91,110.99,0.00,0.00,77.17,0.00,4000.00,0.00,0.00,0.00,
0.059,0.022,0.044,0.044,0.000,0.000, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,47.86,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.044,0.000,0.029,0.000,0.000, ,141.20,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,45.91,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.051,0.007,0.000, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.051,0.029,0.037,0.000,0.029, ,141.25,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,110.99,99.63,0.00,78.14,0.00,4000.00,0.00,0.00,0.00,
0.029,0.029,0.000,0.029,0.000,0.007, ,140.88,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.037,0.000,0.000, ,141.10,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,45.91,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.044,0.037,0.000,0.015, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.52,47.86,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.022,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.52,44.93,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.007,0.000,0.029,0.000,0.007, ,141.25,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.029,0.000,0.000, ,141.31,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,47.86,111.03,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.044,0.000,0.007, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.52,47.86,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.051,0.007,0.022, ,140.67,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,44.93,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.007,0.044,0.007,0.000, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.52,45.91,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.059,0.051,0.037,0.037,0.000,0.015, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,44.93,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.029,0.000,0.015, ,140.51,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,45.91,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,140.46,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.45,44.93,110.88,102.56,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.022,0.000,0.037,0.000,0.007, ,141.04,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,44.93,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.022,0.022,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,44.93,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,54.70,99.49,44.93,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.037,0.000,0.015, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,47.86,110.99,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.044,0.000,0.029, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,44.93,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.037,0.007,0.044, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.49,45.91,110.99,99.63,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.037,0.029,0.000,0.000, ,140.83,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.037,0.000,0.000, ,140.30,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.52,44.93,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.007,0.037,0.037,0.000,0.000, ,140.78,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.45,44.93,110.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.022,0.000,0.000, ,140.51,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.49,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.037,0.044,0.000,0.015, ,140.99,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.45,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.022,0.022,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.49,47.86,110.99,102.56,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.037,0.000,0.015, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.49,44.93,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.044,0.022,0.000,0.000, ,140.30,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.45,44.93,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.044,0.007,0.000, ,140.46,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.45,44.93,110.88,0.00,0.00,78.14,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.015,0.029,0.000,0.000, ,140.25,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.45,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.037,0.000,0.015, ,140.56,0.00,0.00,0.00,0.00,0.00 ,,46.89,99.49,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.051,0.044,0.022,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.45,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.037,0.000,0.000, ,140.35,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.45,45.91,110.92,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.029,0.000,0.037,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.45,44.93,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,140.62,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.41,45.91,110.84,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.051,0.022,0.037,0.000,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.45,45.91,110.81,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.022,0.000,0.015, ,140.94,0.00,0.00,0.00,0.00,0.00 ,,52.75,99.52,44.93,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.051,0.000,0.000,0.044,0.007,0.000, ,141.15,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.45,45.91,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,140.72,0.00,0.00,0.00,0.00,0.00 ,,48.84,99.45,44.93,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.000,0.000,0.044,0.007,0.000, ,141.04,0.00,0.00,0.00,0.00,0.00 ,,51.77,99.45,44.93,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.000,0.029,0.000,0.007, ,140.46,0.00,0.00,0.00,0.00,0.00 ,,49.82,99.45,44.93,110.88,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
