Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp,
0.000,0.000,0.000,0.029,0.000,0.000, ,136.84,0.00,0.00,0.00,0.00,0.00 ,,45.91,103.08,47.86,115.53,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.044,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,45.91,103.08,46.89,115.53,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.037,0.044,0.000,0.044, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,47.86,103.08,46.89,115.53,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.022,0.022,0.000,0.000, ,138.95,0.00,0.00,0.00,0.00,0.00 ,,45.91,103.04,46.89,115.57,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.029,0.037,0.000,0.015, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,46.89,103.04,45.91,115.53,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.044,0.000,0.022, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.97,42.98,115.42,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.015,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,46.89,103.00,43.96,115.53,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,136.61,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.97,43.96,115.46,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.007,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.97,42.98,115.49,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.007,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.97,45.91,115.49,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.022,0.000,0.000, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.97,43.96,115.46,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.044,0.007,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.97,44.93,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.029,0.007,0.029,0.000,0.022, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.97,42.98,115.46,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.051,0.007,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.97,45.91,115.46,92.80,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.95,0.00,0.00,0.00,0.00,0.00 ,,37.12,102.89,42.00,115.31,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.044,0.007,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,38.10,102.97,46.89,115.42,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.037,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,40.05,102.97,46.89,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.022,0.029,0.000,0.029, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,40.05,102.93,47.86,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.022,0.022,0.029,0.000,0.000, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.86,45.91,115.31,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.022,0.000,0.029, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.93,46.89,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.029,0.000,0.029, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.89,46.89,115.35,95.73,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.022,0.029,0.037,0.000,0.022, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.86,44.93,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.022,0.000,0.000, ,137.31,0.00,0.00,0.00,0.00,0.00 ,,50.79,102.89,44.93,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.044,0.000,0.029, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.93,45.91,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.97,45.91,115.46,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.015,0.037,0.000,0.007, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.86,45.91,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.022,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,48.84,103.00,42.98,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.044,0.015,0.029,0.000,0.015, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.93,45.91,115.42,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.044,0.000,0.029,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.93,42.98,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.022,0.037,0.000,0.029, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,50.79,102.97,45.91,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.007,0.029,0.000,0.000, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.89,46.89,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.97,46.89,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.029, ,136.61,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.86,45.91,115.35,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.007,0.000,0.000, ,137.31,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.86,45.91,115.38,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.037,0.000,0.015, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.82,46.89,115.24,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.022,0.007,0.029,0.000,0.000, ,138.95,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.82,42.98,115.20,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.007,0.022,0.044,0.000,0.022, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.82,42.98,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.000,0.044,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.75,42.00,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.044,0.000,0.022,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.78,41.03,115.05,95.73,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.029,0.029,0.000,0.015, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.71,38.10,114.98,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.044,0.007,0.029,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.67,39.07,114.91,95.73,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.015,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.67,41.03,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.022,0.037,0.000,0.007, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.67,42.00,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.015,0.051,0.000,0.015, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.71,44.93,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.000,0.029,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.67,45.91,114.84,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.000,0.029,0.000,0.000, ,137.31,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.71,42.98,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.044,0.015,0.029,0.000,0.000, ,137.31,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.60,42.98,114.84,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.022,0.029,0.000,0.000, ,138.01,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.67,42.00,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,47.86,0.00,
0.007,0.051,0.037,0.037,0.000,0.015, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.67,42.98,114.84,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.007,0.015,0.029,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.60,42.98,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,138.01,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.60,42.00,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.007, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.64,42.98,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.029,0.000,0.044,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.67,44.93,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,47.86,0.00,
0.015,0.051,0.022,0.015,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.64,44.93,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.022,0.029,0.029,0.000,0.000, ,138.95,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.67,42.00,114.80,95.73,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.044,0.000,0.000, ,137.31,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.67,42.98,114.98,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.022,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.78,42.98,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.022,0.029,0.037,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,37.12,102.75,41.03,115.16,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,38.10,102.78,39.07,115.20,97.68,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.029,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.75,42.00,115.20,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.029,0.029,0.000,0.000, ,138.01,0.00,0.00,0.00,0.00,0.00 ,,40.05,102.75,42.00,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.029,0.037,0.000,0.000, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.75,37.12,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.022,0.037,0.000,0.000, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.75,41.03,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.75,42.00,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.71,38.10,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.022,0.000,0.000, ,138.01,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.75,37.12,115.16,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.029,0.000,0.037,0.000,0.015, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.71,39.07,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.71,37.12,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.022,0.029,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.67,35.16,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.007,0.022,0.029,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.71,38.10,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.007,0.022,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.71,42.00,115.05,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.044,0.022,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.71,41.03,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.022,0.029,0.022,0.000,0.007, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.75,42.00,115.16,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.007,0.022,0.029,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.67,42.98,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.022,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.75,42.00,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.015,0.000,0.029,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.71,38.10,115.16,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.029,0.000,0.029,0.000,0.029, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.75,42.00,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.71,42.00,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.022,0.015,0.029,0.000,0.000, ,140.35,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.75,42.00,115.05,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.022,0.029,0.029,0.000,0.000, ,140.11,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.78,42.98,115.13,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.75,42.98,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.71,42.98,115.09,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.022,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.64,42.00,115.05,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.015, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.67,44.93,115.05,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.64,42.98,114.98,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.64,38.10,114.91,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.051,0.029,0.037,0.000,0.000, ,138.95,0.00,0.00,0.00,0.00,0.00 ,,48.84,102.60,38.10,114.91,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.60,34.19,114.95,92.80,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.044,0.000,0.000, ,137.31,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.67,32.23,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.67,36.14,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.022,0.000,0.000, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.67,33.21,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,40.05,102.64,30.28,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.037,0.000,0.029, ,138.95,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.71,34.19,114.98,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.64,37.12,115.02,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.022,0.037,0.000,0.000, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.60,36.14,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,48.84,0.00,
0.029,0.022,0.037,0.037,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.67,41.03,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.037,0.022,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.60,41.03,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.029,0.000,0.000, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.56,42.00,114.91,0.00,0.00,21.49,0.00,4000.00,0.00,0.00,0.00,
0.037,0.051,0.029,0.037,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.53,39.07,114.84,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.022,0.000,0.000, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.64,42.00,114.91,0.00,0.00,21.49,0.00,4000.00,0.00,0.00,0.00,
0.029,0.022,0.029,0.037,0.000,0.000, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.60,42.00,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.007,0.000,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.60,42.00,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.007,0.051,0.000,0.029, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.60,41.03,114.91,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.56,42.00,114.95,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.051,0.022,0.044,0.000,0.015, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.60,42.00,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.022,0.022,0.022,0.000,0.000, ,139.18,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.56,46.89,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.022,0.007,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.60,48.84,114.87,0.00,0.00,21.49,0.00,4000.00,0.00,47.86,0.00,
0.000,0.000,0.000,0.037,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,49.82,102.56,45.91,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.044,0.000,0.007,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.56,46.89,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.007,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.49,45.91,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.56,44.93,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.037,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.45,45.91,114.73,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.022,0.000,0.000,0.022,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.49,42.00,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.015,0.000,0.000, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.60,42.98,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.015,0.000,0.022,0.000,0.000, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.56,42.98,114.91,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.022,0.022,0.000,0.000, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.64,44.93,114.91,90.84,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.000,0.037,0.051,0.000,0.029, ,139.65,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.56,42.98,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.000,0.007,0.015,0.000,0.000, ,138.01,0.00,0.00,0.00,0.00,0.00 ,,46.89,102.56,44.93,114.91,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.000,0.029,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.56,42.98,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.007,0.000,0.000, ,137.54,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.56,42.98,114.87,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.029,0.007,0.029,0.000,0.015, ,138.01,0.00,0.00,0.00,0.00,0.00 ,,45.91,102.53,44.93,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.044,0.007,0.015,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.56,42.98,114.80,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.037,0.000,0.015, ,139.88,0.00,0.00,0.00,0.00,0.00 ,,43.96,102.56,44.93,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.029,0.029,0.000,0.000, ,140.11,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.56,42.98,114.73,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.007,0.007,0.029,0.000,0.000, ,139.41,0.00,0.00,0.00,0.00,0.00 ,,40.05,102.49,44.93,114.69,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.015,0.000,0.007,0.044,0.000,0.015, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.45,42.00,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.000,0.000,0.029,0.000,0.007, ,138.24,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.49,41.03,114.73,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.007,0.000,0.000,0.051,0.007,0.029, ,138.48,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.38,41.03,114.62,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.022,0.029,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,40.05,102.49,42.00,114.76,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.044,0.051,0.037,0.037,0.000,0.000, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.45,42.00,114.69,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.000,0.051,0.022,0.022,0.000,0.015, ,137.78,0.00,0.00,0.00,0.00,0.00 ,,41.03,102.45,41.03,114.69,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
0.029,0.051,0.022,0.022,0.000,0.000, ,138.71,0.00,0.00,0.00,0.00,0.00 ,,42.98,102.45,42.98,114.69,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,
