0.007,0,0,0.029,0,0, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.044,0.007,0.044,0,0.015, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.022,0,0.037,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0.007, ,-0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0.029,0,0.022,0,0, ,-0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0.015,0,0.051,0,0.029, ,-0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0.051,0.015,0.015,0,0, ,-0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0.044,0.007,0.037,0.007,0.029, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.007,0.022,0.022,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0.007,0.029,0,0, ,-0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.022,0.015,0.022,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.007,0.022,0.029,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0.029, ,0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0.007, ,-0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0, ,-1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0, ,-0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.029,0,0.029,0,0.029, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.022,0.022,0.015,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0.015,0.022,0,0, ,0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,-0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.029,0,0.022, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0.022,0.029,0.037,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.051,0.044,0.037,0,0.015, ,1.64,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0.007,0.029,0,0, ,1.64,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0,0.037,0.015,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0, ,-0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0,0.044,0,0.029, ,0,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.051,0.037,0.037,0.015,0.044, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.022,0.029,0.037,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0,0.022,0.037,0,0.007, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0.007,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,80.1,0,0,0,4000,0,0,0
0,0.051,0.015,0.037,0,0.015, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,46.89,0
0.015,0.022,0.015,0.022,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0.029, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,46.89,0
0,0,0,0.029,0,0, ,0,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.044,0,0.029, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,-0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.015,0.022,0,0, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.051,0.051,0.037,0.037,0.007,0.029, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.015,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0.029,0.015,0.029,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.051,0.015,0.029,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,46.89,0
0.037,0.007,0.029,0.044,0,0.015, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.029,0,0.015, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0.051,0.015,0.022,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0.051,0.029,0.029,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.044,0,0.015,0,0, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0.022, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0.007, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0.029, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0.029,0,0.051,0,0, ,0.23,0,0,0,0,0,,4000,0,4000,0,77.17,0,0,0,4000,0,0,0
0,0.044,0,0.029,0,0, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0.044,0.007,0.037,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.051,0.022,0.015,0,0, ,2.57,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.022,0.029,0.037,0,0, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.022,0.037,0.044,0.007,0.044, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0.007,0.029,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,77.17,0,0,0,4000,0,0,0
0,0.044,0.022,0.037,0,0.029, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0.051,0.022,0.037,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.022,0.029,0.037,0,0, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0.022, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.044,0,0, ,0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.022,0.029,0,0.029, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.044,0,0, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0.022, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0.007,0.029,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0,0.007,0.044,0.007,0.029, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.044,0,0, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.022,0.037,0.037,0.007,0, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0.007,0.022,0.029,0,0.007, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.044,0,0.029, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.015,0,0, ,1.64,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.022,0.037,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0.051,0.022,0.022,0,0, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.007,0.029,0.037,0,0, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0,0.037,0,0, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0.007, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,45.91,0
0,0,0,0.029,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0.044,0.007,0.029,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.029,0.029,0,0.007, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0,0.022,0,0, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.007,0.022,0.037,0,0, ,2.57,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0, ,0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.037,0.007,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.022,0,0.015, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.044,0.007,0, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.022,0.022,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,75.21,0,0,0,4000,0,0,0
0.029,0,0,0.044,0.015,0.029, ,2.11,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0, ,1.4,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,45.91,0
0,0,0,0.029,0,0, ,0.7,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.051,0.015,0.029,0,0, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.051,0.051,0.037,0.037,0,0.007, ,2.57,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0.007,0.015, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0, ,0.47,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0.044,0.007,0.022,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,78.14,0,0,0,4000,0,0,0
0.029,0,0,0.022,0,0, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0.007, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.044,0,0.015, ,2.57,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0.044,0,0.029,0,0, ,2.57,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,46.89,0
0.037,0.051,0.037,0.044,0,0.022, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,0.94,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0.051,0.029,0.029,0,0.015, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.022,0.029,0.037,0,0, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0.007,0.022,0.051,0,0.044, ,2.81,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.029,0,0,0.029,0.007,0, ,1.64,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0, ,1.17,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0, ,0.23,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.022,0.044,0,0.015,0,0, ,2.34,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.015,0.029,0,0.037,0,0, ,1.87,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.037,0.044,0,0.007,0,0, ,2.57,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
0.044,0.022,0.029,0.044,0,0.007, ,0,0,0,0,0,0,,4000,0,4000,0,0,0,0,0,4000,0,0,0
