Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp
0.044,0.044,0,0.029,0,0.029, ,137.99,0,0,0,0,0,,46.89,103.41,42,115.93,2000.49,0,0,0,4000,0,61.54,0
0.066,0.051,0.037,0.037,0,0.015, ,138.1,0,0,0,0,0,,46.89,103.37,42,115.86,2400,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.037,0,0, ,138.16,0,0,0,0,0,,47.86,103.41,42.98,115.9,1904.76,0,0,0,4000,0,0,0
0.059,0.051,0.037,0.044,0,0, ,138.45,0,0,0,0,0,,46.89,103.33,42,115.82,2095.24,0,0,0,4000,0,0,0
0.059,0,0.007,0.044,0,0.029, ,138.91,0,0,0,0,0,,47.86,103.37,42,115.82,1904.76,0,0,0,4000,0,0,0
0.059,0,0.022,0.044,0,0.029, ,139.14,0,0,0,0,0,,49.82,103.33,43.96,115.82,2000.49,0,0,0,4000,0,0,0
0.059,0,0.007,0.029,0,0, ,138.97,0,0,0,0,0,,44.93,103.33,42.98,115.82,1904.76,0,0,0,4000,0,0,0
0.051,0.022,0.029,0.037,0,0, ,138.91,0,0,0,0,0,,46.89,103.3,42,115.79,1904.76,0,0,0,4000,0,0,0
0.051,0.051,0.051,0.037,0.007,0.029, ,138.79,0,0,0,0,0,,46.89,103.3,42.98,115.79,2199.76,0,0,0,4000,0,0,0
0.044,0.051,0.029,0.037,0,0, ,138.68,0,0,0,0,0,,49.82,103.33,43.96,115.79,1904.76,0,0,0,4000,0,0,0
0.044,0.022,0.007,0.037,0,0.007, ,139.31,0,0,0,0,0,,47.86,103.3,42,115.75,2000.49,0,0,0,4000,0,0,0
0.051,0.051,0.007,0.022,0,0, ,139.31,0,0,0,0,0,,46.89,103.33,42,115.75,2285.71,0,0,0,4000,0,0,0
0.059,0.051,0.037,0.037,0,0, ,139.49,0,0,0,0,0,,46.89,103.26,42,115.71,2199.76,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.029,0,0.007, ,139.55,0,0,0,0,0,,46.89,103.3,42.98,115.75,2095.24,0,0,0,4000,0,0,0
0.066,0.051,0.029,0.037,0,0.029, ,139.78,0,0,0,0,0,,46.89,103.26,42.98,115.71,2222.22,0,0,0,4000,0,0,0
0.051,0,0,0.029,0,0, ,139.89,0,0,0,0,0,,44.93,103.26,42.98,115.75,2095.24,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,139.43,0,0,0,0,0,,46.89,103.22,42,115.68,2000.49,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0.015, ,139.26,0,0,0,0,0,,46.89,103.22,42,115.64,2000.49,0,0,0,4000,0,0,0
0.059,0.044,0.022,0.029,0,0, ,139.55,0,0,0,0,0,,46.89,103.22,42.98,115.64,2105.01,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0, ,139.37,0,0,0,0,0,,47.86,103.22,40.05,115.68,1904.76,0,0,0,4000,0,0,0
0.044,0.044,0.007,0.029,0,0.015, ,139.78,0,0,0,0,0,,46.89,103.22,42.98,115.68,2285.71,0,0,0,4000,0,0,0
0.059,0.051,0.022,0.037,0.007,0.029, ,140.07,0,0,0,0,0,,44.93,103.3,42,115.64,2199.76,0,0,0,4000,0,0,0
0.059,0,0,0.037,0,0.022, ,140.47,0,0,0,0,0,,49.82,103.22,42.98,115.64,2000.49,0,0,0,4000,0,0,0
0.029,0,0,0.029,0.007,0.015, ,140.07,0,0,0,0,0,,49.82,103.11,41.03,115.6,2000.49,0,0,0,4000,0,0,0
0.044,0,0,0.029,0,0, ,140.47,0,0,0,0,0,,47.86,103.22,42.98,115.64,1904.76,0,0,0,4000,0,0,0
0.059,0,0.022,0.037,0,0, ,140.24,0,0,0,0,0,,46.89,103.11,42,115.53,1904.76,0,0,0,4000,0,0,0
0.066,0.007,0.037,0.029,0,0.007, ,140.41,0,0,0,0,0,,47.86,103.19,42,115.6,1904.76,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.037,0,0, ,140.24,0,0,0,0,0,,47.86,103.11,42.98,115.53,2000.49,0,0,0,4000,0,0,0
0.044,0,0,0.037,0,0.007, ,140.35,0,0,0,0,0,,47.86,103.11,42,115.57,2095.24,0,0,0,4000,0,0,0
0.037,0,0,0.044,0.007,0.029, ,140.07,0,0,0,0,0,,46.89,103.08,42.98,115.53,1800.24,0,0,0,4000,0,0,0
0.029,0.029,0,0.037,0,0, ,140.07,0,0,0,0,0,,46.89,103.11,41.03,115.53,1904.76,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0, ,140.18,0,0,0,0,0,,47.86,103.11,42,115.49,1817.83,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.022,0,0, ,140.35,0,0,0,0,0,,46.89,103.04,42,115.49,2000.49,0,0,0,4000,0,60.56,0
0.037,0.051,0.022,0.029,0,0.015, ,140.24,0,0,0,0,0,,46.89,103.08,42,115.49,1817.83,0,0,0,4000,0,0,0
0.059,0.007,0.037,0.029,0,0.007, ,140.76,0,0,0,0,0,,45.91,103.04,42,115.38,1714.29,0,0,0,4000,0,0,0
0.044,0.007,0.022,0.037,0,0.015, ,140.7,0,0,0,0,0,,46.89,103.04,42,115.42,2095.24,0,210.99,0,4000,0,0,0
0.051,0.022,0.044,0.044,0,0.029, ,140.47,0,0,0,0,0,,45.91,103.04,42,115.46,1800.24,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.044,0,0.044, ,140.76,0,0,0,0,0,,46.89,103.04,42,115.42,1904.76,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.037,0,0.029, ,140.82,0,0,0,0,0,,46.89,103,41.03,115.38,1904.76,0,0,0,4000,0,0,0
0.051,0.022,0.037,0.029,0,0, ,141.11,0,0,0,0,0,,46.89,103.04,42.98,115.42,2199.76,0,0,0,4000,0,0,0
0.037,0,0,0.051,0,0, ,140.47,0,0,0,0,0,,45.91,102.97,39.07,115.35,2000.49,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0.015, ,140.47,0,0,0,0,0,,46.89,103,41.03,115.38,1817.83,0,0,0,4000,0,0,0
0.044,0.044,0,0.044,0,0, ,140.64,0,0,0,0,0,,43.96,103,42,115.35,2095.24,0,0,0,4000,0,61.54,0
0.037,0.051,0.022,0.022,0,0, ,140.7,0,0,0,0,0,,46.89,103,41.03,115.35,2000.49,0,0,0,4000,0,0,0
0.051,0.051,0.015,0.044,0,0, ,140.76,0,0,0,0,0,,45.91,102.97,42,115.31,1817.83,0,0,0,4000,0,61.54,0
0.066,0.051,0.029,0.022,0,0.015, ,140.76,0,0,0,0,0,,46.89,102.93,41.03,115.31,1904.76,0,0,0,4000,0,0,0
0.044,0.022,0.037,0.037,0,0, ,141.22,0,0,0,0,0,,45.91,103,42,115.31,2199.76,0,0,0,4000,0,0,0
0.051,0.022,0.037,0.037,0,0, ,141.16,0,0,0,0,0,,46.89,102.93,42,115.31,1904.76,0,0,0,4000,0,0,0
0.059,0.051,0.037,0.037,0,0, ,141.22,0,0,0,0,0,,48.84,103,42,115.31,2000.49,0,0,0,4000,0,0,0
0.044,0.029,0,0.044,0,0, ,141.22,0,0,0,0,0,,49.82,102.93,42,115.27,1636.14,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.037,0,0.015, ,141.45,0,0,0,0,0,,48.84,103,42,115.27,1817.83,0,0,0,4000,0,0,0
0.066,0.051,0.022,0.044,0,0.044, ,141.57,0,0,0,0,0,,46.89,102.89,41.03,115.24,2095.24,0,0,0,4000,0,0,0
0.051,0,0,0.015,0,0, ,141.68,0,0,0,0,0,,48.84,102.93,42.98,115.24,1904.76,0,0,0,4000,0,0,0
0.037,0.029,0,0.037,0,0.015, ,141.05,0,0,0,0,0,,46.89,102.89,42,115.24,1738.71,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0.029, ,141.16,0,0,0,0,0,,46.89,102.93,42,115.24,1817.83,0,0,0,4000,0,0,0
0.029,0,0,0.022,0,0.007, ,141.45,0,0,0,0,0,,46.89,102.89,41.03,115.16,1738.71,0,0,0,4000,0,0,0
0.051,0,0,0.029,0,0, ,141.68,0,0,0,0,0,,45.91,102.89,42,115.2,2000.49,0,0,0,4000,0,0,0
0.066,0.007,0.029,0.044,0.007,0, ,141.45,0,0,0,0,0,,48.84,102.93,41.03,115.2,2000.49,0,210.99,0,4000,0,0,0
0.029,0,0,0.037,0,0.015, ,141.28,0,0,0,0,0,,46.89,102.82,38.1,115.2,1738.71,0,0,0,4000,0,0,0
0.037,0,0,0.044,0,0.029, ,141.11,0,0,0,0,0,,46.89,102.86,42,115.2,1738.71,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0, ,141.11,0,0,0,0,0,,46.89,102.82,42,115.24,1738.71,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0.015, ,141.22,0,0,0,0,0,,43.96,102.89,42,115.13,1912.58,0,0,0,4000,0,0,0
0.051,0.044,0,0.029,0,0.029, ,141.63,0,0,0,0,0,,45.91,102.82,42,115.13,1636.14,0,0,0,4000,0,0,0
0.066,0.044,0.015,0.029,0,0, ,141.74,0,0,0,0,0,,45.91,102.89,42.98,115.16,2182.17,0,0,0,4000,0,60.56,0
0.044,0,0,0.029,0,0.029, ,141.91,0,0,0,0,0,,45.91,102.82,42.98,115.09,1738.71,0,0,0,4000,0,0,0
0.044,0,0,0.022,0,0.015, ,141.57,0,0,0,0,0,,45.91,102.82,42.98,115.16,1738.71,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0.044, ,141.28,0,0,0,0,0,,46.89,102.78,42,115.05,1738.71,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0.029, ,141.34,0,0,0,0,0,,45.91,102.82,42,115.13,1564.84,0,0,0,4000,0,0,0
0.044,0.051,0.029,0.029,0,0, ,141.45,0,0,0,0,0,,46.89,102.75,42.98,115.09,1738.71,0,0,0,4000,0,59.58,0
0.037,0.051,0.007,0.029,0,0.015, ,141.45,0,0,0,0,0,,45.91,102.75,44.93,115.05,1738.71,0,0,0,4000,0,0,0
0.073,0.022,0.037,0.066,0,0, ,142.09,0,0,0,0,0,,46.89,102.75,42.98,115.02,1817.83,0,0,0,4000,0,0,0
0.066,0.051,0.015,0.029,0,0, ,142.09,0,0,0,0,0,,46.89,102.67,45.91,114.98,1912.58,0,0,0,4000,0,0,0
0.066,0.022,0.037,0.029,0,0.007, ,142.2,0,0,0,0,0,,46.89,102.67,45.91,114.95,1738.71,0,0,0,4000,0,0,0
0.044,0.007,0,0.029,0,0, ,142.26,0,0,0,0,0,,45.91,102.64,42.98,114.95,1636.14,0,0,0,4000,0,0,0
0.051,0.007,0,0.037,0,0.029, ,142.15,0,0,0,0,0,,46.89,102.64,44.93,114.87,2000.49,0,0,0,4000,0,0,0
0.044,0,0,0.051,0.007,0.015, ,141.91,0,0,0,0,0,,43.96,102.56,42,114.8,1636.14,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0.015, ,141.57,0,0,0,0,0,,46.89,102.56,42.98,114.76,1912.58,0,0,0,4000,0,0,0
0.037,0.044,0.015,0.037,0,0, ,141.68,0,0,0,0,0,,46.89,102.53,44.93,114.73,1817.83,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.022,0,0.015, ,141.86,0,0,0,0,0,,46.89,102.56,45.91,114.8,1912.58,0,0,0,4000,0,0,0
0.066,0.051,0.022,0.044,0.007,0.029, ,141.8,0,0,0,0,0,,48.84,102.49,44.93,114.8,1817.83,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0.029, ,141.8,0,0,0,0,0,,43.96,102.53,44.93,114.76,1833.46,0,0,0,4000,0,0,0
0.029,0,0,0.037,0,0.029, ,141.86,0,0,0,0,0,,46.89,102.49,45.91,114.76,1738.71,0,0,0,4000,0,0,0
0.066,0.051,0.022,0.022,0,0, ,142.15,0,0,0,0,0,,45.91,102.49,42.98,114.76,1666.42,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.029,0,0, ,141.91,0,0,0,0,0,,45.91,102.49,45.91,114.73,1912.58,0,0,0,4000,0,0,0
0.051,0.007,0.007,0.029,0,0.029, ,142.15,0,0,0,0,0,,46.89,102.49,44.93,114.69,1738.71,0,0,0,4000,0,0,0
0.059,0.051,0.044,0.037,0,0.029, ,142.03,0,0,0,0,0,,46.89,102.45,45.91,114.69,2000.49,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.029,0,0, ,141.8,0,0,0,0,0,,46.89,102.49,44.93,114.73,1912.58,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.022,0,0, ,141.91,0,0,0,0,0,,48.84,102.49,45.91,114.69,1666.42,0,0,0,4000,0,0,0
0.044,0,0.022,0.037,0,0.015, ,142.26,0,0,0,0,0,,46.89,102.38,44.93,114.65,1738.71,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,142.2,0,0,0,0,0,,46.89,102.42,44.93,114.65,1738.71,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0.007, ,141.97,0,0,0,0,0,,46.89,102.38,44.93,114.54,1500.37,0,0,0,4000,0,0,0
0.044,0.007,0.022,0.037,0,0, ,142.38,0,0,0,0,0,,43.96,102.42,44.93,114.58,1666.42,0,0,0,4000,0,0,0
0.059,0.051,0.022,0.037,0,0, ,142.09,0,0,0,0,0,,46.89,102.38,44.93,114.58,2000.49,0,0,0,4000,0,0,0
0.051,0.022,0.037,0.044,0,0.029, ,142.15,0,0,0,0,0,,48.84,102.49,45.91,114.65,1738.71,0,0,0,4000,0,0,0
0.051,0,0,0.022,0,0, ,141.74,0,0,0,0,0,,49.82,102.53,44.93,114.73,2000.49,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0, ,142.03,0,0,0,0,0,,46.89,102.6,45.91,114.87,1500.37,0,0,0,4000,0,0,0
0.066,0,0.007,0.044,0,0, ,142.09,0,0,0,0,0,,51.77,102.67,46.89,114.84,1912.58,0,0,0,4000,0,0,0
0.066,0.007,0.015,0.037,0,0, ,142.09,0,0,0,0,0,,49.82,102.67,45.91,114.87,1564.84,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.044,0.007,0, ,141.91,0,0,0,0,0,,51.77,102.64,46.89,114.87,1833.46,0,0,0,4000,0,0,0
0.044,0.051,0.022,0.022,0,0, ,141.8,0,0,0,0,0,,49.82,102.67,46.89,114.87,1564.84,0,0,0,4000,0,0,0
0.037,0.007,0.015,0.044,0,0.007, ,142.15,0,0,0,0,0,,49.82,102.71,46.89,114.87,1912.58,0,0,0,4000,0,0,0
0.066,0.022,0.044,0.029,0,0.007, ,142.09,0,0,0,0,0,,49.82,102.64,45.91,114.87,1636.14,0,0,0,4000,0,0,0
0.029,0,0.007,0.029,0,0.015, ,141.91,0,0,0,0,0,,49.82,102.67,46.89,114.87,1564.84,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0.029, ,141.57,0,0,0,0,0,,48.84,102.6,45.91,114.76,1738.71,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0.029, ,142.09,0,0,0,0,0,,49.82,102.64,45.91,114.84,1738.71,0,0,0,4000,0,0,0
0.044,0,0,0.044,0,0.007, ,142.15,0,0,0,0,0,,48.84,102.6,45.91,114.76,1817.83,0,0,0,4000,0,0,0
0.029,0,0,0.022,0,0.007, ,142.15,0,0,0,0,0,,46.89,102.64,45.91,114.8,1600,0,0,0,4000,0,0,0
0.044,0,0,0.044,0,0, ,141.97,0,0,0,0,0,,48.84,102.56,46.89,114.76,1912.58,0,0,0,4000,0,0,0
0.037,0,0,0.022,0,0, ,141.63,0,0,0,0,0,,49.82,102.64,46.89,114.8,1666.42,0,0,0,4000,0,0,0
0.029,0,0,0.037,0,0, ,141.63,0,0,0,0,0,,48.84,102.6,48.84,114.76,1738.71,0,0,0,4000,0,0,0
0.022,0.029,0,0.037,0,0, ,141.57,0,0,0,0,0,,45.91,102.6,45.91,114.76,1738.71,0,0,0,4000,0,0,0
0.037,0,0,0.044,0,0.022, ,141.63,0,0,0,0,0,,46.89,102.56,44.93,114.73,1666.42,0,0,0,4000,0,0,0
0.066,0.051,0.022,0.037,0,0, ,142.38,0,0,0,0,0,,43.96,102.56,46.89,114.73,1912.58,0,0,0,4000,0,0,0
0.051,0,0.007,0.037,0,0, ,142.26,0,0,0,0,0,,48.84,102.56,46.89,114.76,1666.42,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.022,0,0, ,142.03,0,0,0,0,0,,45.91,102.6,45.91,114.73,2000.49,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.029,0,0.015, ,142.03,0,0,0,0,0,,46.89,102.53,46.89,114.73,1600,0,0,0,4000,0,0,0
0.066,0.051,0.044,0.022,0,0.029, ,141.91,0,0,0,0,0,,45.91,102.53,44.93,114.73,1738.71,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.022,0,0.029, ,141.74,0,0,0,0,0,,46.89,102.56,46.89,114.73,1912.58,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.029,0,0.007, ,141.74,0,0,0,0,0,,45.91,102.45,46.89,114.65,1666.42,0,0,0,4000,0,0,0
0.037,0.044,0.007,0.029,0,0, ,141.74,0,0,0,0,0,,46.89,102.49,46.89,114.65,1738.71,0,0,0,4000,0,0,0
0.066,0.051,0.029,0.044,0,0, ,141.8,0,0,0,0,0,,43.96,102.49,45.91,114.65,1738.71,0,0,0,4000,0,0,0
0.059,0.051,0.037,0.037,0,0.015, ,142.09,0,0,0,0,0,,45.91,102.56,42.98,114.69,1738.71,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.044,0,0.029, ,142.03,0,0,0,0,0,,46.89,102.53,44.93,114.65,1817.83,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.037,0,0, ,141.86,0,0,0,0,0,,45.91,102.53,42.98,114.62,1912.58,0,0,0,4000,0,0,0
0.059,0,0,0.044,0,0.007, ,142.38,0,0,0,0,0,,43.96,102.49,44.93,114.65,1666.42,0,0,0,4000,0,0,0
0.051,0,0,0.029,0,0.015, ,142.38,0,0,0,0,0,,45.91,102.49,44.93,114.62,1817.83,0,0,0,4000,0,0,0
0.059,0,0.007,0.037,0,0.029, ,142.2,0,0,0,0,0,,48.84,102.45,44.93,114.65,2000.49,0,0,0,4000,0,0,0
0.081,0.051,0.044,0.037,0,0.007, ,141.8,0,0,0,0,0,,43.96,102.45,42.98,114.62,1636.14,0,0,0,4000,0,0,0
0.081,0.022,0.029,0.022,0,0, ,141.68,0,0,0,0,0,,45.91,102.53,42,114.65,1833.46,0,0,0,4000,0,0,0
0.044,0.051,0.029,0.029,0,0.029, ,141.57,0,0,0,0,0,,42.98,102.45,45.91,114.62,1738.71,0,0,0,4000,0,0,0
0.073,0.022,0.029,0.037,0,0.015, ,141.86,0,0,0,0,0,,46.89,102.49,44.93,114.62,1912.58,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.044,0,0.015, ,141.74,0,0,0,0,0,,45.91,102.45,43.96,114.54,1390.96,0,0,0,4000,0,0,0
0.044,0.044,0.015,0.022,0,0, ,141.57,0,0,0,0,0,,43.96,102.45,43.96,114.58,1833.46,0,0,0,4000,0,0,0
0.044,0.051,0.007,0.037,0,0, ,141.51,0,0,0,0,0,,45.91,102.42,43.96,114.54,1666.42,0,0,0,4000,0,0,0
0.059,0.051,0.037,0.029,0,0.029, ,141.8,0,0,0,0,0,,45.91,102.42,44.93,114.54,1912.58,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.051,0.007,0.007, ,141.51,0,0,0,0,0,,45.91,102.45,43.96,114.54,1817.83,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,141.28,0,0,0,0,0,,45.91,102.42,43.96,114.54,1564.84,0,0,0,4000,0,0,0
0.037,0,0,0.044,0,0, ,141.16,0,0,0,0,0,,48.84,102.42,43.96,114.54,1564.84,0,0,0,4000,0,0,0
0.037,0.029,0,0.037,0,0, ,141.16,0,0,0,0,0,,45.91,102.42,44.93,114.54,1738.71,0,0,0,4000,0,0,0
0.029,0.029,0,0.022,0,0, ,141.11,0,0,0,0,0,,43.96,102.45,44.93,114.54,1333.33,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,141.22,0,0,0,0,0,,43.96,102.38,42,114.54,1636.14,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,141.22,0,0,0,0,0,,43.96,102.42,43.96,114.54,1912.58,0,0,0,4000,0,0,0
0.037,0.044,0.022,0.037,0,0.015, ,140.87,0,0,0,0,0,,45.91,102.38,42,114.47,1636.14,0,0,0,4000,0,0,0
0.029,0.044,0.007,0.022,0,0, ,140.59,0,0,0,0,0,,45.91,102.45,43.96,114.54,1738.71,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.044,0,0, ,140.47,0,0,0,0,0,,45.91,102.38,43.96,114.51,1738.71,0,0,0,4000,0,0,0
0.066,0.051,0.037,0.037,0,0, ,140.41,0,0,0,0,0,,46.89,102.38,44.93,114.51,1738.71,0,0,0,4000,0,0,0
0.066,0.051,0.044,0.029,0,0, ,140.24,0,0,0,0,0,,45.91,102.38,42,114.47,1738.71,0,0,0,4000,0,0,0
0.051,0.051,0.015,0.029,0,0, ,140.64,0,0,0,0,0,,45.91,102.38,44.93,114.47,1817.83,0,0,0,4000,0,0,0
0.037,0,0,0.044,0,0.029, ,140.07,0,0,0,0,0,,45.91,102.34,41.03,114.47,1636.14,0,0,0,4000,0,0,0
0.037,0.044,0.007,0.029,0,0.007, ,140.07,0,0,0,0,0,,42.98,102.34,43.96,114.51,1636.14,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.029,0,0, ,140.12,0,0,0,0,0,,43.96,102.34,42,114.43,1817.83,0,0,0,4000,0,0,0
0.029,0.044,0.015,0.015,0,0, ,140.35,0,0,0,0,0,,45.91,102.34,42,114.43,1666.42,0,0,0,4000,0,0,0
0.029,0.051,0.015,0.029,0,0, ,140.3,0,0,0,0,0,,45.91,102.38,42,114.43,1738.71,0,0,0,4000,0,0,0
0.022,0.051,0.029,0.029,0,0.029, ,139.89,0,0,0,0,0,,45.91,102.31,42,114.43,1564.84,0,0,0,4000,0,0,0
0.044,0.022,0.022,0.037,0,0.015, ,139.49,0,0,0,0,0,,45.91,102.38,43.96,114.51,1817.83,0,0,0,4000,0,0,0
0.037,0.051,0.044,0.029,0,0.015, ,138.62,0,0,0,0,0,,46.89,102.34,42,114.4,2000.49,0,0,0,4000,0,0,0
0.037,0.022,0.029,0.022,0,0, ,138.16,0,0,0,0,0,,46.89,102.31,44.93,114.4,1912.58,0,0,0,4000,0,0,0
0.037,0.051,0.051,0.029,0,0, ,138.1,0,0,0,0,0,,46.89,102.31,43.96,114.36,1904.76,0,0,0,4000,0,0,0
0.007,0.044,0.015,0.015,0,0, ,138.33,0,0,0,0,0,,48.84,102.34,43.96,114.43,1636.14,0,0,0,4000,0,0,0
0.007,0.044,0.015,0.037,0,0, ,138.79,0,0,0,0,0,,49.82,102.31,43.96,114.4,1904.76,0,0,0,4000,0,0,0
0.007,0.051,0.029,0.022,0,0.015, ,139.03,0,0,0,0,0,,49.82,102.38,43.96,114.36,1636.14,0,0,0,4000,0,0,0
0.007,0.044,0.015,0.044,0,0.029, ,139.14,0,0,0,0,0,,51.77,102.27,44.93,114.36,1636.14,0,0,0,4000,0,0,0
0,0.029,0,0.029,0,0, ,139.14,0,0,0,0,0,,49.82,102.27,44.93,114.36,1738.71,0,0,0,4000,0,0,0
0,0.051,0.022,0.044,0,0.029, ,139.37,0,0,0,0,0,,51.77,102.27,44.93,114.36,1636.14,0,0,0,4000,0,0,0
0.015,0.051,0.029,0.044,0,0.015, ,139.2,0,0,0,0,0,,51.77,102.27,42,114.32,2095.24,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.044,0.007,0.029, ,139.08,0,0,0,0,0,,51.77,102.31,44.93,114.36,1817.83,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0.015, ,139.49,0,0,0,0,0,,51.77,102.27,43.96,114.36,1714.29,0,0,0,4000,0,0,0
0.022,0.022,0.022,0.029,0,0.015, ,139.31,0,0,0,0,0,,51.77,102.27,42,114.32,1636.14,0,0,0,4000,0,0,0
0.007,0,0.015,0.037,0,0.029, ,139.72,0,0,0,0,0,,49.82,102.23,43.96,114.29,1904.76,0,0,0,4000,0,0,0
0.007,0.051,0.029,0.029,0,0, ,139.26,0,0,0,0,0,,48.84,102.23,44.93,114.29,1636.14,0,0,0,4000,0,0,0
0.007,0.044,0.022,0.037,0,0, ,139.08,0,0,0,0,0,,45.91,102.2,43.96,114.21,1714.29,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.029,0,0, ,139.26,0,0,0,0,0,,45.91,102.16,44.93,114.21,1564.84,0,0,0,4000,0,0,0
0.022,0,0,0.051,0.022,0.015, ,139.43,0,0,0,0,0,,45.91,102.09,44.93,114.14,1714.29,0,0,0,4000,0,0,0
0,0,0,0.022,0,0.007, ,139.26,0,0,0,0,0,,48.84,102.12,44.93,114.14,1817.83,0,0,0,4000,0,0,0
0.007,0,0,0.044,0.007,0, ,139.14,0,0,0,0,0,,47.86,102.05,43.96,114.07,1714.29,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,138.97,0,0,0,0,0,,48.84,101.98,43.96,114.1,1714.29,0,0,0,4000,0,0,0
0,0,0,0.037,0,0, ,138.45,0,0,0,0,0,,47.86,101.98,44.93,114.03,1904.76,0,0,0,4000,0,0,0
0,0,0,0.022,0,0, ,138.22,0,0,0,0,0,,47.86,101.98,44.93,114.03,1714.29,0,0,0,4000,0,0,0
0.022,0.051,0.044,0.022,0,0, ,138.27,0,0,0,0,0,,48.84,101.98,44.93,113.99,1904.76,0,0,0,4000,0,0,0
0.022,0.051,0.037,0.029,0,0.015, ,137.99,0,0,0,0,0,,45.91,101.94,44.93,114.03,1817.83,0,0,0,4000,0,0,0
0.015,0.051,0.022,0.037,0,0, ,138.1,0,0,0,0,0,,47.86,101.98,43.96,113.99,1817.83,0,0,0,4000,0,0,0
0,0.044,0.029,0.037,0,0.029, ,138.68,0,0,0,0,0,,47.86,101.9,42,113.88,1714.29,0,0,0,4000,0,0,0
0,0,0,0.029,0,0, ,139.08,0,0,0,0,0,,47.86,101.98,43.96,113.96,1817.83,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0, ,138.97,0,0,0,0,0,,48.84,101.9,42,113.96,1904.76,0,0,0,4000,0,0,0
0.037,0.051,0.037,0.037,0,0, ,139.31,0,0,0,0,0,,50.79,101.94,43.96,113.88,1817.83,0,0,0,4000,0,0,0
0.029,0.051,0.037,0.044,0,0, ,139.14,0,0,0,0,0,,47.86,101.87,42,113.88,1904.76,0,0,0,4000,0,0,0
0.029,0.051,0.044,0.029,0,0, ,139.37,0,0,0,0,0,,47.86,101.9,42,113.92,1714.29,0,0,0,4000,0,0,0
0.015,0.051,0.029,0.037,0,0, ,139.49,0,0,0,0,0,,47.86,101.9,43.96,113.92,1904.76,0,0,0,4000,0,61.54,0
0.022,0.051,0.029,0.022,0,0, ,139.89,0,0,0,0,0,,45.91,101.94,43.96,113.88,1714.29,0,0,0,4000,0,0,0
