Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp
0.022,0,0,0.022,0,0, ,139.88,0,0,0,0,0,,39.07,101.98,31.26,113.99,0,0,0,0,4000,0,0,0
0.044,0.044,0.015,0.022,0,0, ,140.35,0,0,0,0,0,,39.07,102.01,28.33,114.03,0,0,0,0,4000,0,0,0
0.051,0.022,0.037,0.037,0,0, ,140.35,0,0,0,0,0,,42,102.01,33.21,114.1,0,0,0,0,4000,0,0,0
0.044,0.007,0.015,0.037,0,0, ,140.58,0,0,0,0,0,,42.98,102.09,35.16,114.07,0,0,0,0,4000,0,47.86,0
0.051,0,0.022,0.037,0,0, ,139.65,0,0,0,0,0,,42,102.01,32.23,113.99,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,139.65,0,0,0,0,0,,42.98,102.05,36.14,114.07,0,0,0,0,4000,0,0,0
0.051,0,0.029,0.037,0,0, ,140.35,0,0,0,0,0,,42,102.01,40.05,114.1,95.73,0,0,0,4000,0,0,0
0.051,0,0.007,0.037,0,0, ,139.18,0,0,0,0,0,,42.98,102.01,36.14,114.07,0,0,0,0,4000,0,0,0
0.037,0.051,0.022,0.029,0,0, ,139.41,0,0,0,0,0,,40.05,102.05,36.14,114.07,0,0,0,0,4000,0,47.86,0
0.044,0,0.007,0.022,0,0, ,140.11,0,0,0,0,0,,42.98,102.05,37.12,114.1,0,0,0,0,4000,0,0,0
0.066,0.051,0.029,0.037,0,0, ,140.35,0,0,0,0,0,,42,102.01,37.12,113.99,92.8,0,0,0,4000,0,0,0
0.059,0.029,0.022,0.022,0,0, ,139.88,0,0,0,0,0,,39.07,101.98,32.23,113.96,0,0,0,0,4000,0,0,0
0.037,0,0.007,0.022,0,0, ,140.35,0,0,0,0,0,,39.07,101.94,33.21,113.99,92.8,0,0,0,4000,0,47.86,0
0.059,0,0.007,0.044,0,0.015, ,140.58,0,0,0,0,0,,40.05,101.98,36.14,113.96,0,0,0,0,4000,0,0,0
0.051,0.007,0.029,0.022,0,0, ,141.05,0,0,0,0,0,,40.05,101.9,37.12,113.85,0,0,0,0,4000,0,0,0
0.037,0,0,0.044,0,0, ,138.24,0,0,0,0,0,,39.07,101.87,37.12,113.92,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0.029, ,138.24,0,0,0,0,0,,40.05,101.94,39.07,113.92,0,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0.029, ,138.48,0,0,0,0,0,,40.05,101.94,41.03,113.88,0,0,0,0,4000,0,0,0
0.022,0.029,0,0.029,0,0, ,138.95,0,0,0,0,0,,40.05,101.9,39.07,113.88,0,0,0,0,4000,0,0,0
0.022,0.044,0.015,0.037,0,0, ,139.65,0,0,0,0,0,,42,102.01,42,113.96,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,138.95,0,0,0,0,0,,42.98,101.98,42,113.96,0,0,0,0,4000,0,0,0
0.022,0,0,0.029,0,0, ,138.24,0,0,0,0,0,,42.98,102.01,41.03,113.96,0,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0, ,138.95,0,0,0,0,0,,45.91,101.98,42,113.96,0,0,0,0,4000,0,0,0
0.022,0,0,0.015,0,0, ,139.65,0,0,0,0,0,,42.98,102.01,42,114.03,0,0,0,0,4000,0,0,0
0.051,0.051,0.007,0.037,0,0, ,139.41,0,0,0,0,0,,45.91,102.01,44.93,113.99,0,0,0,0,4000,0,47.86,0
0.051,0.051,0.007,0.022,0,0, ,140.58,0,0,0,0,0,,45.91,102.01,43.96,114.03,0,0,0,0,4000,0,0,0
0.051,0,0,0.037,0,0, ,138.01,0,0,0,0,0,,44.93,102.01,43.96,114.03,0,0,0,0,4000,0,0,0
0.022,0,0,0.015,0,0, ,139.18,0,0,0,0,0,,40.05,102.01,43.96,113.99,0,0,0,0,4000,0,0,0
0.022,0.051,0.015,0.029,0,0, ,139.41,0,0,0,0,0,,44.93,102.01,43.96,113.99,0,0,0,0,4000,0,0,0
0.051,0.051,0.037,0.037,0.015,0, ,139.65,0,0,0,0,0,,44.93,102.01,42,113.99,0,0,0,0,4000,0,0,0
0.022,0.044,0.022,0.044,0,0.029, ,139.65,0,0,0,0,0,,42.98,102.01,43.96,113.96,0,0,0,0,4000,0,0,0
0.066,0,0,0.044,0,0, ,139.88,0,0,0,0,0,,42,101.9,41.03,113.85,0,0,0,0,4000,0,0,0
0.051,0.015,0.007,0.029,0,0, ,140.58,0,0,0,0,0,,44.93,101.98,41.03,113.92,0,0,0,0,4000,0,0,0
0.044,0.051,0.007,0.037,0,0, ,139.65,0,0,0,0,0,,42.98,101.9,40.05,113.88,0,0,0,0,4000,0,47.86,0
0.029,0.044,0,0.015,0,0, ,139.18,0,0,0,0,0,,40.05,101.9,39.07,113.88,0,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0, ,139.41,0,0,0,0,0,,42.98,101.9,40.05,113.88,0,0,0,0,4000,0,0,0
0.029,0.044,0.015,0.022,0,0, ,139.65,0,0,0,0,0,,42.98,101.83,39.07,113.85,0,0,0,0,4000,0,0,0
0.044,0.051,0,0.029,0,0, ,140.35,0,0,0,0,0,,42,101.94,41.03,113.92,0,0,0,0,4000,0,0,0
0.051,0,0,0.044,0.015,0.029, ,139.65,0,0,0,0,0,,42.98,101.87,41.03,113.85,0,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0, ,138.48,0,0,0,0,0,,39.07,101.87,41.03,113.88,0,0,0,0,4000,0,0,0
0.029,0,0,0.044,0,0.029, ,138.95,0,0,0,0,0,,42,101.94,43.96,113.88,0,0,0,0,4000,0,0,0
0.029,0.029,0.007,0.022,0,0, ,139.18,0,0,0,0,0,,42,101.94,42,113.96,0,0,0,0,4000,0,0,0
0.037,0.044,0.029,0.029,0,0, ,139.65,0,0,0,0,0,,42,101.94,42,113.88,0,0,0,0,4000,0,0,0
0.037,0.044,0.029,0.029,0,0, ,139.41,0,0,0,0,0,,39.07,101.9,43.96,113.92,0,0,0,0,4000,0,0,0
0.051,0,0.015,0.044,0,0.022, ,139.88,0,0,0,0,0,,45.91,101.94,44.93,113.88,0,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,138.24,0,0,0,0,0,,42,101.9,43.96,113.81,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0.015, ,138.95,0,0,0,0,0,,42.98,101.9,41.03,113.88,0,0,0,0,4000,0,0,0
0.037,0.044,0,0.037,0,0, ,138.95,0,0,0,0,0,,40.05,101.94,42,113.88,0,0,0,0,4000,0,0,0
0.037,0.051,0,0.015,0,0, ,139.88,0,0,0,0,0,,42,101.9,43.96,113.85,0,0,0,0,4000,0,0,0
0.051,0.007,0.044,0.044,0,0, ,141.28,0,0,0,0,0,,40.05,101.83,42.98,113.77,90.84,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0.007, ,138.48,0,0,0,0,0,,40.05,101.87,39.07,113.81,0,0,0,0,4000,0,0,0
0.037,0.051,0.015,0.029,0,0, ,140.11,0,0,0,0,0,,39.07,101.87,40.05,113.81,0,0,0,0,4000,0,0,0
0.044,0,0.029,0.037,0,0.015, ,140.58,0,0,0,0,0,,42,101.76,40.05,113.63,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0, ,138.48,0,0,0,0,0,,36.14,101.76,41.03,113.63,0,0,0,0,4000,0,0,0
0.029,0,0,0.044,0,0, ,138.48,0,0,0,0,0,,40.05,101.76,41.03,113.59,0,0,0,0,4000,0,0,0
0.022,0,0,0.022,0,0, ,138.48,0,0,0,0,0,,40.05,101.83,43.96,113.63,0,0,0,0,4000,0,0,0
0.059,0.051,0.029,0.037,0,0, ,139.18,0,0,0,0,0,,40.05,101.72,44.93,113.44,0,0,0,0,4000,0,0,0
0.022,0.044,0.022,0.029,0,0, ,138.95,0,0,0,0,0,,42,101.72,46.89,113.48,0,0,0,0,4000,0,0,0
0.022,0.015,0.015,0.037,0,0.015, ,139.18,0,0,0,0,0,,44.93,101.79,47.86,113.44,0,0,0,0,4000,0,0,0
0.022,0,0,0.022,0,0.015, ,138.71,0,0,0,0,0,,45.91,101.79,47.86,113.44,0,0,0,0,4000,0,0,0
0.044,0.051,0.029,0.029,0,0, ,139.65,0,0,0,0,0,,47.86,101.76,48.84,113.48,0,0,0,0,4000,0,0,0
0.051,0.051,0.037,0.044,0,0, ,140.11,0,0,0,0,0,,45.91,101.79,47.86,113.44,86.94,0,0,0,4000,0,0,0
0,0.029,0,0.022,0,0.029, ,139.41,0,0,0,0,0,,45.91,101.76,47.86,113.41,0,0,0,0,4000,0,46.89,0
0.044,0.051,0.015,0.029,0,0, ,139.65,0,0,0,0,0,,45.91,101.76,50.79,113.41,0,0,0,0,4000,0,0,0
0.037,0.051,0,0.029,0,0, ,139.18,0,0,0,0,0,,45.91,101.79,51.77,113.48,0,0,0,0,4000,0,46.89,0
0.059,0.022,0.022,0.029,0.007,0.029, ,140.35,0,0,0,0,0,,47.86,101.72,50.79,113.41,0,0,0,0,4000,0,47.86,0
0.022,0,0,0.037,0,0, ,138.24,0,0,0,0,0,,47.86,101.76,46.89,113.41,0,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0.007, ,138.48,0,0,0,0,0,,47.86,101.76,47.86,113.41,0,0,0,0,4000,0,0,0
0.044,0.051,0.015,0.022,0,0, ,139.65,0,0,0,0,0,,48.84,101.65,44.93,113.33,0,0,0,0,4000,0,0,0
0.059,0.022,0.015,0.029,0,0.015, ,140.82,0,0,0,0,0,,48.84,101.65,42.98,113.3,0,0,0,0,4000,0,0,0
0.029,0,0,0.037,0,0, ,137.78,0,0,0,0,0,,47.86,101.68,40.05,113.33,0,0,0,0,4000,0,0,0
0.022,0,0,0.022,0,0, ,138.24,0,0,0,0,0,,45.91,101.68,41.03,113.3,0,0,0,0,4000,0,0,0
0.015,0,0.022,0.029,0,0.029, ,138.95,0,0,0,0,0,,47.86,101.61,42.98,113.22,0,0,0,0,4000,0,0,0
0.029,0.051,0.022,0.044,0,0, ,139.65,0,0,0,0,0,,47.86,101.68,42.98,113.3,0,0,0,0,4000,0,0,0
0.051,0,0.007,0.044,0.007,0.029, ,138.95,0,0,0,0,0,,48.84,101.68,44.93,113.44,0,0,0,0,4000,0,0,0
0.037,0,0.007,0.029,0,0, ,139.65,0,0,0,0,0,,50.79,101.83,43.96,113.63,0,0,0,0,4000,0,0,0
0.044,0,0.015,0.037,0,0.022, ,138.95,0,0,0,0,0,,47.86,101.76,43.96,113.74,0,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0, ,137.78,0,0,0,0,0,,44.93,101.83,40.05,113.74,0,0,0,0,4000,0,0,0
0.015,0,0,0.022,0,0, ,139.18,0,0,0,0,0,,47.86,101.9,43.96,113.85,0,0,0,0,4000,0,0,0
0.044,0.051,0.007,0.037,0,0, ,138.95,0,0,0,0,0,,50.79,101.87,45.91,113.81,0,0,0,0,4000,0,0,0
0.044,0.007,0,0.044,0,0.029, ,140.11,0,0,0,0,0,,50.79,101.87,42,113.85,0,0,0,0,4000,0,0,0
0.051,0,0,0.037,0,0, ,139.41,0,0,0,0,0,,47.86,101.83,43.96,113.85,0,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0, ,138.95,0,0,0,0,0,,50.79,101.9,44.93,113.85,0,0,0,0,4000,0,0,0
0.015,0,0,0.022,0,0, ,138.24,0,0,0,0,0,,48.84,101.83,43.96,113.74,0,0,0,0,4000,0,0,0
0.015,0.044,0,0.007,0,0, ,139.41,0,0,0,0,0,,44.93,101.79,39.07,113.74,0,0,0,0,4000,0,0,0
0.051,0.022,0.029,0.037,0,0, ,140.58,0,0,0,0,0,,48.84,101.87,41.03,113.81,86.94,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0, ,138.01,0,0,0,0,0,,42.98,101.79,39.07,113.7,0,0,0,0,4000,0,0,0
0.015,0.015,0,0.022,0,0, ,139.41,0,0,0,0,0,,42.98,101.79,35.16,113.63,0,0,0,0,4000,0,0,0
0.066,0.022,0.044,0.037,0,0.007, ,139.88,0,0,0,0,0,,42,101.76,32.23,113.63,0,0,0,0,4000,0,0,0
0.029,0,0,0.037,0,0.015, ,138.71,0,0,0,0,0,,42,101.79,35.16,113.7,0,0,0,0,4000,0,0,0
0.044,0,0.007,0.044,0,0, ,139.18,0,0,0,0,0,,42,101.72,35.16,113.59,0,0,0,0,4000,0,0,0
0.051,0,0.015,0.037,0.007,0.007, ,139.88,0,0,0,0,0,,42,101.79,31.26,113.63,0,0,0,0,4000,0,0,0
0.029,0.029,0.022,0.037,0,0, ,138.95,0,0,0,0,0,,42,101.79,37.12,113.7,0,0,0,0,4000,0,47.86,0
0.051,0.022,0.015,0.037,0,0.015, ,139.88,0,0,0,0,0,,42,101.83,37.12,113.7,0,0,0,0,4000,0,0,0
0.051,0.007,0.029,0.029,0,0, ,139.88,0,0,0,0,0,,42.98,101.87,41.03,113.77,0,0,0,0,4000,0,0,0
0.044,0,0.015,0.044,0,0.044, ,138.71,0,0,0,0,0,,45.91,101.79,41.03,113.77,0,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0, ,137.54,0,0,0,0,0,,42.98,101.83,43.96,113.81,0,0,0,0,4000,0,0,0
0.029,0,0,0.051,0,0, ,137.78,0,0,0,0,0,,45.91,101.83,43.96,113.77,0,0,0,0,4000,0,0,0
0.037,0.044,0,0.029,0,0, ,138.24,0,0,0,0,0,,44.93,101.87,44.93,113.85,0,0,0,0,4000,0,0,0
0.044,0.051,0,0.029,0,0, ,138.48,0,0,0,0,0,,44.93,101.83,42.98,113.77,0,0,0,0,4000,0,0,0
0.044,0.007,0.022,0.029,0,0, ,139.65,0,0,0,0,0,,45.91,101.87,43.96,113.77,0,0,0,0,4000,0,0,0
0.059,0.007,0,0.029,0,0.007, ,139.65,0,0,0,0,0,,42.98,101.87,45.91,113.77,88.89,0,0,0,4000,0,0,0
0.037,0,0,0.029,0.007,0, ,138.95,0,0,0,0,0,,42.98,101.83,41.03,113.74,0,0,0,0,4000,0,0,0
0.044,0,0,0.029,0,0, ,139.65,0,0,0,0,0,,42.98,101.79,37.12,113.74,0,0,0,0,4000,0,0,0
0.022,0.044,0,0.037,0,0.015, ,138.24,0,0,0,0,0,,42,101.76,37.12,113.7,0,0,0,0,4000,0,0,0
0.051,0,0.015,0.044,0,0, ,138.95,0,0,0,0,0,,42.98,101.79,39.07,113.7,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,136.37,0,0,0,0,0,,42.98,101.68,33.21,113.55,0,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,136.61,0,0,0,0,0,,40.05,101.76,36.14,113.59,0,0,0,0,4000,0,0,0
0.037,0.044,0,0.022,0,0, ,138.01,0,0,0,0,0,,42,101.68,35.16,113.55,0,0,0,0,4000,0,0,0
0.022,0.029,0,0.029,0,0.029, ,137.54,0,0,0,0,0,,42.98,101.72,36.14,113.55,0,0,0,0,4000,0,0,0
0.073,0.022,0.029,0.029,0.007,0, ,139.88,0,0,0,0,0,,45.91,101.68,39.07,113.59,88.89,0,0,0,4000,0,0,0
0.037,0,0,0.022,0,0, ,138.01,0,0,0,0,0,,42.98,101.76,39.07,113.63,0,0,0,0,4000,0,0,0
0.022,0,0,0.022,0,0.015, ,137.31,0,0,0,0,0,,47.86,101.79,40.05,113.7,0,0,0,0,4000,0,0,0
0.029,0,0.015,0.022,0,0, ,137.78,0,0,0,0,0,,45.91,101.72,43.96,113.7,0,0,0,0,4000,0,0,0
0.066,0.051,0.029,0.022,0,0, ,139.18,0,0,0,0,0,,47.86,101.79,46.89,113.63,86.94,0,0,0,4000,0,0,0
0.066,0,0.022,0.037,0,0.007, ,138.95,0,0,0,0,0,,48.84,101.79,47.86,113.7,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0, ,138.24,0,0,0,0,0,,48.84,101.83,46.89,113.63,0,0,0,0,4000,0,0,0
0.044,0.051,0,0.029,0,0, ,138.48,0,0,0,0,0,,47.86,101.72,48.84,113.59,0,0,0,0,4000,0,0,0
0.022,0.044,0,0.037,0,0, ,138.24,0,0,0,0,0,,47.86,101.76,47.86,113.59,0,0,0,0,4000,0,0,0
0.044,0.007,0.037,0.029,0,0, ,138.95,0,0,0,0,0,,48.84,101.87,48.84,113.74,0,0,0,0,4000,0,0,0
0.059,0.007,0.037,0.051,0,0, ,138.71,0,0,0,0,0,,47.86,101.72,47.86,113.59,0,0,0,0,4000,0,0,0
0.037,0,0.007,0.029,0,0, ,138.48,0,0,0,0,0,,42.98,101.76,43.96,113.59,86.94,0,0,0,4000,0,0,0
0.029,0,0.015,0.022,0,0, ,137.31,0,0,0,0,0,,45.91,101.76,44.93,113.59,0,0,0,0,4000,0,0,0
0.037,0.051,0.022,0.029,0,0, ,137.31,0,0,0,0,0,,47.86,101.68,42.98,113.55,0,0,0,0,4000,0,0,0
0.059,0,0.022,0.044,0.015,0.029, ,138.24,0,0,0,0,0,,45.91,101.65,41.03,113.44,0,0,0,0,4000,0,0,0
0.044,0,0,0.015,0,0, ,137.54,0,0,0,0,0,,42.98,101.68,39.07,113.52,0,0,0,0,4000,0,0,0
0.029,0,0,0.022,0,0.007, ,137.31,0,0,0,0,0,,44.93,101.68,41.03,113.55,0,0,0,0,4000,0,0,0
0.015,0,0,0.022,0,0, ,137.54,0,0,0,0,0,,42.98,101.68,42.98,113.52,0,0,0,0,4000,0,0,0
0.066,0.022,0.029,0.029,0,0, ,138.71,0,0,0,0,0,,47.86,101.72,41.03,113.52,0,0,0,0,4000,0,0,0
0.037,0,0.022,0.044,0,0, ,138.01,0,0,0,0,0,,48.84,101.72,42.98,113.59,0,0,0,0,4000,0,0,0
0.007,0,0,0.029,0,0, ,136.14,0,0,0,0,0,,48.84,101.72,44.93,113.63,86.94,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0, ,136.61,0,0,0,0,0,,48.84,101.72,44.93,113.66,0,0,0,0,4000,0,0,0
0.015,0.015,0,0.022,0,0, ,138.24,0,0,0,0,0,,48.84,101.79,47.86,113.66,0,0,0,0,4000,0,0,0
0.066,0.051,0.015,0.029,0,0, ,138.24,0,0,0,0,0,,48.84,101.72,47.86,113.59,0,0,0,0,4000,0,0,0
0.015,0,0,0.015,0,0, ,136.14,0,0,0,0,0,,50.79,101.76,48.84,113.66,0,0,0,0,4000,0,0,0
0.044,0.051,0,0.029,0,0, ,138.24,0,0,0,0,0,,50.79,101.79,49.82,113.63,0,0,0,0,4000,0,0,0
0.037,0.007,0.029,0.022,0,0, ,138.24,0,0,0,0,0,,48.84,101.76,48.84,113.66,0,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0, ,136.61,0,0,0,0,0,,47.86,101.72,47.86,113.59,86.94,0,0,0,4000,0,46.89,0
0.015,0,0,0.051,0,0.007, ,136.14,0,0,0,0,0,,47.86,101.72,47.86,113.59,0,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0.007, ,135.9,0,0,0,0,0,,47.86,101.72,46.89,113.63,0,0,0,0,4000,0,0,0
0.029,0.029,0,0.029,0,0.015, ,136.84,0,0,0,0,0,,44.93,101.68,46.89,113.55,0,0,0,0,4000,0,0,0
0.037,0.044,0,0.029,0,0, ,137.78,0,0,0,0,0,,42,101.72,44.93,113.52,86.94,0,0,0,4000,0,0,0
0.037,0.044,0.022,0.029,0,0, ,137.31,0,0,0,0,0,,45.91,101.65,47.86,113.48,0,0,0,0,4000,0,0,0
0.037,0.051,0.022,0.015,0,0, ,137.54,0,0,0,0,0,,47.86,101.72,44.93,113.52,0,0,0,0,4000,0,0,0
0.022,0.044,0.037,0.029,0,0, ,137.54,0,0,0,0,0,,45.91,101.72,44.93,113.48,88.89,0,0,0,4000,0,46.89,0
0.044,0.051,0.037,0.029,0,0, ,137.54,0,0,0,0,0,,45.91,101.68,43.96,113.52,0,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0, ,135.67,0,0,0,0,0,,50.79,101.72,42.98,113.59,0,0,0,0,4000,0,0,0
0.022,0,0,0.037,0,0.015, ,137.31,0,0,0,0,0,,48.84,101.72,43.96,113.55,0,0,0,0,4000,0,0,0
0.022,0,0,0.022,0,0, ,136.61,0,0,0,0,0,,48.84,101.72,44.93,113.59,0,0,0,0,4000,0,0,0
0.022,0,0,0.044,0,0, ,137.31,0,0,0,0,0,,48.84,101.72,43.96,113.55,0,0,0,0,4000,0,0,0
0.022,0.044,0,0.022,0,0, ,137.31,0,0,0,0,0,,48.84,101.65,42.98,113.55,0,0,0,0,4000,0,0,0
0.029,0,0,0.022,0,0, ,136.61,0,0,0,0,0,,47.86,101.68,42.98,113.48,0,0,0,0,4000,0,0,0
0.029,0.015,0.015,0.022,0,0, ,137.54,0,0,0,0,0,,47.86,101.68,46.89,113.52,0,0,0,0,4000,0,0,0
0.037,0.051,0.037,0.022,0,0, ,138.24,0,0,0,0,0,,47.86,101.65,43.96,113.37,0,0,0,0,4000,0,0,0
0.059,0.051,0.022,0.029,0,0, ,138.01,0,0,0,0,0,,42.98,101.65,41.03,113.33,0,0,0,0,4000,0,0,0
0.051,0.051,0.015,0.044,0,0.015, ,138.24,0,0,0,0,0,,47.86,101.68,42.98,113.3,0,0,0,0,4000,0,0,0
0.059,0.051,0.022,0.037,0,0, ,137.78,0,0,0,0,0,,47.86,101.65,42.98,113.3,88.89,0,0,0,4000,0,0,0
0.059,0.007,0,0.022,0,0, ,138.48,0,0,0,0,0,,42.98,101.54,39.07,113.11,0,0,0,0,4000,0,0,0
0.037,0.051,0.007,0.037,0,0, ,137.54,0,0,0,0,0,,42.98,101.5,35.16,112.97,0,0,0,0,4000,0,0,0
0.037,0.022,0.029,0.029,0,0, ,138.48,0,0,0,0,0,,42,101.54,36.14,113.11,0,0,0,0,4000,0,0,0
0.051,0.022,0.044,0.044,0,0.029, ,138.48,0,0,0,0,0,,47.86,101.47,36.14,113,90.84,0,0,0,4000,0,0,0
0.015,0,0.007,0.037,0,0, ,137.54,0,0,0,0,0,,44.93,101.43,35.16,112.97,0,0,0,0,4000,0,0,0
0.007,0,0,0.044,0,0, ,135.9,0,0,0,0,0,,44.93,101.47,35.16,112.97,0,0,0,0,4000,0,0,0
0.007,0,0,0.037,0,0.007, ,135.67,0,0,0,0,0,,45.91,101.47,39.07,112.97,0,0,0,0,4000,0,0,0
0.015,0.044,0.022,0.029,0,0, ,137.78,0,0,0,0,0,,47.86,101.5,40.05,113,0,0,0,0,4000,0,0,0
0.059,0.051,0.037,0.037,0,0.022, ,138.24,0,0,0,0,0,,47.86,101.47,40.05,113,0,0,0,0,4000,0,0,0
0.051,0.022,0,0.022,0,0, ,138.24,0,0,0,0,0,,48.84,101.54,42.98,113.04,0,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0.007, ,135.67,0,0,0,0,0,,48.84,101.47,42.98,113.04,0,0,0,0,4000,0,0,0
0.015,0,0,0.022,0,0, ,136.14,0,0,0,0,0,,45.91,101.58,42.98,113.15,0,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0.044, ,135.9,0,0,0,0,0,,50.79,101.54,44.93,113.11,0,0,0,0,4000,0,0,0
0.044,0.051,0.015,0.029,0,0, ,138.24,0,0,0,0,0,,48.84,101.58,43.96,113.15,0,0,0,0,4000,0,0,0
0.051,0.051,0.029,0.022,0,0.022, ,138.24,0,0,0,0,0,,50.79,101.54,44.93,113.11,86.94,0,0,0,4000,0,0,0
0.051,0.007,0.044,0.044,0,0, ,138.01,0,0,0,0,0,,50.79,101.54,43.96,113.11,0,0,0,0,4000,0,0,0
0.044,0.007,0.037,0.037,0,0, ,138.01,0,0,0,0,0,,51.77,101.58,46.89,113.15,86.94,0,0,0,4000,0,0,0
0.051,0,0.015,0.051,0,0.015, ,137.31,0,0,0,0,0,,47.86,101.58,43.96,113.22,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0, ,135.9,0,0,0,0,0,,45.91,101.65,39.07,113.37,0,0,0,0,4000,0,0,0
0.044,0.051,0.022,0.037,0,0, ,137.78,0,0,0,0,0,,45.91,101.65,41.03,113.37,0,0,0,0,4000,0,0,0
0.037,0.051,0.022,0.029,0,0, ,137.78,0,0,0,0,0,,45.91,101.61,37.12,113.37,0,0,0,0,4000,0,0,0
0.044,0.051,0.037,0.037,0,0.015, ,138.01,0,0,0,0,0,,47.86,101.61,37.12,113.37,0,0,0,0,4000,0,0,0
0.051,0.022,0.029,0.037,0,0, ,138.24,0,0,0,0,0,,45.91,101.61,37.12,113.37,0,0,0,0,4000,0,0,0
0.037,0,0,0.037,0,0, ,137.54,0,0,0,0,0,,44.93,101.65,40.05,113.41,0,0,0,0,4000,0,0,0
0.037,0,0.022,0.037,0,0, ,136.61,0,0,0,0,0,,45.91,101.58,37.12,113.37,0,0,0,0,4000,0,0,0
0.015,0,0,0.022,0,0, ,136.61,0,0,0,0,0,,45.91,101.68,40.05,113.41,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0, ,136.61,0,0,0,0,0,,45.91,101.61,41.03,113.37,0,0,0,0,4000,0,0,0
0.015,0.044,0.015,0.015,0,0, ,136.61,0,0,0,0,0,,44.93,101.65,41.03,113.41,0,0,0,0,4000,0,0,0
0.044,0.044,0.037,0.044,0,0, ,136.61,0,0,0,0,0,,45.91,101.61,44.93,113.37,0,0,0,0,4000,0,46.89,0
0.007,0,0,0.029,0,0, ,136.14,0,0,0,0,0,,47.86,101.61,40.05,113.37,0,0,0,0,4000,0,0,0
0.022,0.029,0.029,0.037,0,0, ,136.84,0,0,0,0,0,,45.91,101.61,40.05,113.41,0,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,136.61,0,0,0,0,0,,48.84,101.65,42.98,113.41,0,0,0,0,4000,0,0,0
0.007,0,0,0.022,0,0, ,136.37,0,0,0,0,0,,48.84,101.65,43.96,113.41,0,0,0,0,4000,0,0,0
0.029,0,0,0.029,0,0, ,136.84,0,0,0,0,0,,45.91,101.61,37.12,113.37,0,0,0,0,4000,0,0,0
0.015,0,0,0.029,0,0, ,136.61,0,0,0,0,0,,42.98,101.61,40.05,113.41,0,0,0,0,4000,0,0,0
0.029,0.044,0,0.029,0,0, ,137.54,0,0,0,0,0,,47.86,101.61,43.96,113.44,0,0,0,0,4000,0,47.86,0
0.051,0.051,0.015,0.022,0,0, ,137.78,0,0,0,0,0,,44.93,101.61,40.05,113.33,0,0,0,0,4000,0,0,0
0.037,0,0,0.029,0,0, ,137.54,0,0,0,0,0,,42.98,101.54,33.21,113.26,0,0,0,0,4000,0,0,0
0.044,0.022,0,0.037,0,0.015, ,137.54,0,0,0,0,0,,42.98,101.58,37.12,113.33,0,0,0,0,4000,0,0,0
0.037,0.007,0,0.037,0,0, ,137.31,0,0,0,0,0,,45.91,101.58,35.16,113.3,0,0,0,0,4000,0,0,0
0.059,0.022,0.007,0.037,0,0, ,137.31,0,0,0,0,0,,42,101.5,32.23,113.26,0,0,0,0,4000,0,0,0
0.015,0,0,0.037,0,0, ,134.97,0,0,0,0,0,,42,101.5,29.3,113.22,0,0,0,0,4000,0,0,0
